41798
<<<<<<< HEAD
bauer 1.429222
balloons 1.287117
axtr 2.263692
automate 0.728341
autom 1.364039
attractor 0.841534
association_rules 1.173522
assembled 0.974279
ars 1.097733
arent 0.590771
arcs 0.881924
approval 0.963162
analyse 0.617072
aligns 0.868616
ago 0.919173
agk 1.024630
afet 0.896569
administered 1.146762
abstracted 0.539468
znpsn 2.304688
xkt 1.871839
wz 0.715276
warnke 1.452590
virtual_machine 1.244094
vertex_sets 1.038471
val 1.037489
updall 1.924499
unrealistic 0.608597
unified 0.729758
undecideds 1.544371
two_dimensional 0.941907
turkserver 1.500931
tunnel 0.785259
treebased 1.538483
time_dependent 1.047159
time-varying 1.610010
thinkpad 0.859301
theorydriven 1.686419
theoretical_framework 0.912374
terlecky 1.729621
temporal_relation 1.055974
team_dynamics 1.284078
task_scheduling 1.023751
switzerland 1.009032
switched 1.066342
sweden 1.045460
sufficiently 0.691287
substitution 0.661066
strategically 0.839106
staircase 1.112395
sparse_matrix 0.907054
somewhere 0.979222
social_structures 1.014783
social_processes 0.984225
singlelayer 1.819286
shop 1.073653
sheds 0.979524
shadow 1.104573
selforganization 1.530209
selected_topics 1.109053
season 1.104955
search_result 1.204284
schecter 1.004262
sca 1.286929
samplingbased 1.577116
royalsocietypublishing 1.828383
romero 1.055419
risky 0.886793
rieh 1.614979
rich_club 1.465677
resource_management 1.067599
resolves 0.834714
resides 0.793259
repair 0.763120
relq 1.990125
reinforced 0.650710
redundancies 0.864067
range_queries 1.136463
random_struct 1.221882
rain 0.906572
qnk 0.897922
pursuing 1.018158
prw 1.510146
propensities 0.923569
prohibitively_expensive 0.735181
priori_knowledge 0.649081
prexes 1.524107
precompute 0.990267
precomputation 0.658570
ppi 0.996445
ppagerank 1.652401
plst 1.361463
phraseness 1.749557
pfa 1.010167
pertain 0.716955
penalized 0.682038
pdi 0.928081
parses 1.013142
parsed 0.625061
outages 0.610123
object_model 1.337142
nutshell 0.853767
nuanced 0.742220
noteworthy 0.992073
northwestern 1.089427
nonlinearity 0.656551
netshield 1.728549
neighbor_nodes 1.007005
ncidn 1.713479
nato 1.058233
multicommunity 1.705238
mtsa 0.979299
mixed_integer_programming 1.301489
mild 0.891154
miiav 1.826871
medline 0.689512
mayor 1.164580
markov_process 0.895084
mappers 0.957322
macfp 1.743513
lrec 0.942506
lossless_compression 0.636576
local_structure 1.199338
lls 0.861149
listnet 1.832431
linear_scan 0.891397
lexicographic 0.640607
legato 0.760016
lddr 1.858250
large_text_corpora 1.222394
language_modeling 1.143955
laboratories 1.130687
koutra 1.345953
khuller 1.771123
kedgedeletion 1.726615
kasneci 1.882593
kamvar 1.088316
jierui 1.828817
jam 1.128092
jagadish 0.845644
iw 1.044616
itq 0.776839
iterativealg 1.863703
intermediate_results 0.918441
interesting_patterns 0.947032
intel_xeon 0.925146
install 0.975226
inconsistencies 0.693570
incomplete_information 1.027270
illegal 1.143988
iam 1.348226
humidity 0.765666
httpcreativecommons 2.178663
hplp 1.743077
homogeneity 0.677880
hlt 1.221216
hao 0.942218
gephi 1.106694
geotag 0.721443
geometrically 0.791779
geographical_locations 0.936698
gate 0.871608
framing 0.860006
flux 0.765998
fill 0.764359
feature_map 1.486370
fading 1.087592
ethical 0.835244
erdosrnyi 1.605375
enriched 0.834270
endorsement 1.305369
endorsed 1.183754
end_point 1.255556
egyptian 0.965953
ecml 0.844870
dordering 1.925941
document_frequency 1.164451
distinguishable 0.654798
disks 0.752290
diskresident 1.579301
discoverable 0.694779
dictated 0.868532
dependent_variable 0.944095
dependency_rules 0.997260
deleydb 1.697530
defer 0.882816
deeply 0.784832
decisiveness 1.008759
decision_problem 1.290013
data_warehousing 1.158248
darker 0.824259
critical_phenomena 1.116206
crises 1.042015
credit_card 1.098939
crawls 0.826728
corpuslevel 1.695007
cornelius 1.183878
conceptual_model 0.934875
computational_model 0.995020
comnaturecommunications 2.488750
collapses 0.873590
cognitive_models 0.917834
coauthorship_networks 1.108956
clustering_coefficient 0.793632
cidrs 1.480699
chainofcommand 1.799203
cellular_network 1.040938
cellphone 0.827906
cce 1.271487
cbsocp 1.781324
caviar 0.768962
boundary_conditions 0.836954
blogosphere 0.870776
bittorrent 0.747998
biological_systems 1.111262
barzel 1.116076
banko 1.211848
axelrod 0.930720
assistant 1.161152
aside 0.947154
appended 1.027384
amortized 0.654839
amgoud 2.033584
aida 1.179813
adhere 0.733775
ad_hoc_network 1.320493
acks 0.983705
acknowledges 1.279579
accused 1.211600
zeromq 1.100923
zc 0.973695
yun 0.850762
xmt 0.879320
xg 0.875677
word_similarity 1.038936
word_count 1.608333
wood 1.013774
winter 1.010457
wife 1.250444
weigh 0.699270
virtual_environments 1.190821
video_streaming 0.999226
video_quality 1.195561
venkataramani 1.299271
vastly 0.880454
uy 1.119796
user_satisfaction 1.013675
user_interactions 0.840905
upgrade 0.924864
unordered 0.690512
uncoded 1.125476
ugm 1.387950
true_positives 1.194846
travel_times 1.163680
transparent 0.947482
transitioning 1.114664
training_corpora 1.262361
topically_relevant 0.966330
text_search 1.273617
tdm 1.067247
systemic 0.756726
synopsis_construction 1.411972
supporter 0.878366
supplies 0.915613
superspreaders 1.660678
stuart 1.230005
strube 0.940923
spd 0.740279
software_development 1.029778
snakdd 2.003966
slow_motion 1.275038
simplifying 0.618885
similarity_matrices 1.068978
shrinks 0.974407
scoring_rules 1.330452
scenes 0.874046
rubinstein 1.252642
routing_scheme 1.268377
rii 1.041785
retracted 1.153420
responsibilities 1.029714
reinforcement 0.878359
reflecting 1.041706
recurrence 0.706012
realm 0.669101
racial 0.750471
quantifies 0.624844
qg 0.919631
pxi 0.768076
ptrm 2.044813
private_key 1.633772
prerequisite 0.700706
preferentially 0.803311
predictive_accuracy 0.748475
possession 0.999083
portugal 0.980452
portal 1.042677
plain 0.948566
pki 0.771716
philosophical 0.893980
persists 0.941480
persistent_homology 0.963513
perform_poorly 0.873886
penetration 0.871365
pedro 1.100756
patching 0.943864
palen 1.110440
ops 0.880676
open_problem 1.257560
ontopic 1.644432
oliveira 0.983466
object_tracking 0.998662
object_recognition 1.352379
numsourcesrumor 2.558167
nonkw 1.905636
network_congestion 0.954358
nbn 1.085581
mustlink 1.733013
multiplier 0.879075
multiplicative 0.622598
multiplications 0.692716
monsters 1.318594
misclassied 1.681386
miscellaneous 0.945013
minister 1.019238
minimum_vertex_cover 1.052946
minimum_total 1.094761
ments 0.963775
mechanistic 0.706961
mechanism_design 1.097431
mcknight 1.112264
maxx 1.022322
maximum_throughput 1.186015
mani 1.045695
m 1.368325
lou 1.230892
lopez 1.184985
localscope 1.570310
local_search 1.234320
link_failure 1.435437
linear_models 0.698682
lichtenwalter 1.369772
leman 1.131164
ldm 1.442595
lao 1.078501
kronecker_product 1.032330
kg 0.683944
kannan 0.965130
json 0.573615
jason 0.987591
intrinsically 0.600490
interpersonal_trust 1.075758
ingroup 0.696535
informs 0.708539
indistinguishable 0.749236
incompleteness 0.590858
iib 0.735580
ifg 1.148830
honvis 1.696000
hollenbeck 1.284285
hog 1.248723
heider 0.881900
hearst 1.097562
heads 0.850694
hb 0.918837
harvard_university 1.094256
group_interaction 1.009879
griffiths 1.285988
goyal 1.060653
gid 1.101909
gibbs_sampler 1.218279
gibbs 1.133286
giants 0.906635
genuine 1.188705
gainq 1.786878
fsnet 2.019039
frontiers 1.070682
florida 0.823772
flammini 1.460996
fires 1.021941
fear 1.111609
false_positives_and_false_negatives 1.141920
experiment_design 1.046756
evenly_distributed 0.994725
etm 0.851333
ephremides 1.768346
eout 2.111219
enjoys 0.878558
enjoy 0.911204
elected 1.057038
ecmlpkdd 1.743309
ecir 1.017276
eavesdroppers 1.112663
dynamic_scheduling 1.147517
duplicated 0.813446
dom 1.055266
dollars 0.969790
distributive 0.620099
digit 0.665953
developments 0.847288
detections 0.758849
demographic_attributes 1.362258
dell 1.351660
deepwalk 1.680040
dead 1.067204
dck 1.252512
daytime 1.005412
davison 1.074742
dash 0.964297
danger 1.071675
cusp 1.131723
csi 0.798140
crfhier 1.915976
continually 1.088457
connectedness 0.579371
computationally_intensive 0.672534
commonness 1.018820
collaborative_filtering 1.016289
col 0.759225
coexistence 0.969539
cidnding 1.441713
chunglu 1.697210
chosen_randomly 0.989795
chambers 1.151218
cell_phones 0.986658
carlson 1.247310
busy 1.022537
browse 0.733359
brigham 1.187848
bestlocation 1.709239
benavraham 2.101678
beach 1.370355
bcs 0.937653
bayesian_inference 0.611864
balasubramanian 0.971863
arning 1.059060
allpairs 1.542276
adoptions 0.914222
acceleration 0.899307
zscores 1.596454
yule 0.939051
years_ago 0.917792
wtmf 1.375919
wireless_sensor_network 1.059252
wireless_mesh_networks 1.349681
wikis 0.715860
wikipedias 0.655632
wavelet_transform 1.011428
waste 0.824280
walls 0.957475
utc 1.001858
useruser 1.605084
userslllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll 2.231145
upperbound 1.132001
unreachable 1.036300
unoccupied 1.081671
uncommon 0.884003
ueoc 2.156840
tsinghua_university 0.975896
transnih 2.492793
tolerate 0.660363
tokyo 1.079263
tive 0.674040
tightness 0.700271
threefold 0.834762
thm 0.460568
texplorer 1.608760
tensor_factorization 0.725861
swapping 1.000187
svr 0.957539
surrounded 1.226042
strongly_stable 1.575701
sporadic 0.906822
spontaneously 0.931540
spokes 1.103978
spie 0.910527
spearmans 1.693447
sparse_regression 0.954467
sourcetarget 1.733163
sornette 1.008958
social_behaviors 0.887108
sni 1.024819
skipgram 1.555156
singlemachine 1.432859
singlecopy 1.753145
simplistic 0.734540
sheer 0.858030
sensory 0.763739
semantically_meaningful 0.721696
sebastian 1.096988
scientific_research 0.992655
scheduling_problem 1.088768
rush 1.326042
royal 1.026636
routing_algorithm 0.812564
retraining 0.850669
resource_constrained 1.091387
reestimation 1.764719
ray 0.884646
ranking_functions 1.093990
randomly_assigned 1.039521
random_set 1.049684
radical 1.146743
rademacher_complexity 1.390266
qlearning 1.789694
probability_theory 1.001116
prior_probability 1.177802
principal_components 1.273009
presidents 1.079811
posthoc 1.753045
populate 0.765795
polling 0.763726
pointers 0.562050
pgn 1.252495
personal_data 1.210238
performs_poorly 1.130363
payos 1.054999
parameter_set 0.916292
paragraphs 0.776793
papadias 1.661718
orthogonal_decomposition 1.060998
optimization_technique 0.936129
opened 1.230487
open_question 1.075152
online_media 1.166511
observer 0.784758
numerical_values 0.908248
nullinvariant 1.826617
nrw 0.977262
noble 1.280010
nmax 1.176694
nitesize 1.487367
newer 0.953878
network_coding 1.111572
netout 1.738036
nepusz 1.851259
nearlinear 1.673796
ncc 1.085654
natural_disasters 1.108293
nationality 0.859820
nasa 0.899100
multiple_cameras 1.134408
multinomial_distributions 0.741535
motion_patterns 1.163366
montecarlo 0.811202
molloy 1.252155
mobile_ad_hoc 1.308208
minimum_dominating_set 1.415245
mej 0.938710
mcmc 0.722058
matt 1.134839
marshall 1.424186
marginal_utility 1.120265
lyapunov_function 1.020716
lsu 0.999316
lion 1.324770
linearity 0.691636
lexical_features 1.014215
lbnl 0.696931
latent_topic 1.050807
kpk 0.881943
konstan 1.204573
kernel_density_estimation 0.774868
karrer 1.079121
junior 1.184720
jumping 0.839562
janeiro 1.075351
island 1.117626
irreducible 0.851487
inventor 1.007821
intriguing 0.906874
intricate 0.741840
intermediary 0.813720
insurance 0.846760
ini 0.769911
information_security 0.983626
informants 1.143003
inferencing 0.608980
impression 0.987876
imagenet 0.919598
ijc 1.143093
httpsgithub 1.451411
hrr 1.024358
hopcroft 0.762149
hooi 1.008676
holland 1.112748
hiding 0.855419
herself 1.095004
hepth 1.716397
headers 1.061337
hassan 1.009930
hanghang 1.594876
gunopulos 1.817193
graph_coloring 0.685680
ghost 1.136587
geographic_location 0.930924
fullyconnected 1.427725
franklin 1.360932
fragmentation 0.763354
founder 1.218590
formalization 0.727971
foci 1.017156
featuring 0.976230
featured 1.024823
fax 1.037014
eyewitness 0.982546
exert 0.790612
excellence 1.132493
ews 0.698764
evonetclus 1.541936
etx 0.939950
estimation_variance 1.063781
ergm 1.094334
eperiodicity 1.739394
enum 1.317762
ended 1.038192
eligible 0.781786
elementwise 1.006319
edgebased 1.597683
eatn 1.676325
dmitri 1.103262
diversify 0.728072
distributed_representations 1.370064
distributed_computing_systems 1.258042
discussion_forum 1.230629
digital_library 1.308414
diabetes 0.839954
devised 1.089363
denite 1.634739
deductive 0.776483
decent 1.003932
dci 1.288242
dat 1.019949
crx 1.132791
crossmedia 0.974443
countmin 1.777277
contour 0.910540
conforms 0.884121
conflicts 0.804043
conceptualization 0.869840
conceived 1.443339
computational_intelligence 0.968847
compareandforward 1.848347
commission 1.118019
collective_wisdom 1.285663
cmir 1.297911
close_friends 1.110486
classiciders 1.723489
citation_count 1.023901
cidows 1.586458
cidow 1.504132
chatdata 2.365495
charging 1.163320
cardie 1.461977
caida 1.060047
briefly 1.009013
braunstein 1.486791
bigdata 0.727022
benign 0.846839
background_information 0.846967
avoidance 0.816223
automatic_content_extraction 1.267355
assortative_mating 0.744961
artif 1.008116
arnold 0.995043
approximable 0.867810
appeal 0.924851
analysing 0.675465
almodovar 1.425410
aliation 1.569910
algebra 0.464026
agenda 1.000526
affiliation 0.791522
affective 0.768688
adj 1.092191
acf 1.083092
accelerating 0.760974
zones 0.987486
xip 1.022237
xii 1.197877
word_sense_disambiguation 1.207708
winners 0.801894
waits 1.261242
wacv 1.152700
uw 1.106696
userprovided 1.520610
universally 0.751238
unity 0.903733
unit_cost 1.291752
twolayer 1.681396
tti 1.229769
trolltrust 1.823996
trd 0.870270
transmission_scheduling 1.046170
toppling 1.114150
topic_evolution 1.169582
thirty 0.988368
themappingprinciple 1.542925
textual_features 0.912191
tartans 0.599657
tactical_military 1.444524
sutskever 1.423407
susp 1.420390
supportr 2.262693
sunday 1.022764
substantive 0.852355
structure_learning 1.027644
streets 0.923460
straight 0.982994
stock_price 1.150678
stimulate 0.710411
stadium 1.076097
sslgc 1.626909
spin_glass 1.341056
sphere 0.797042
spectral_analysis 1.090041
spatial_information 0.864095
sorensen 1.152881
social_scientists 1.042993
social_networking_sites 0.964946
snt 1.080554
smss 0.961336
smoother 0.690628
sketchbased 2.066686
similarity_metric 0.882186
signal_strength 1.147395
sentiwordnet 1.841660
sensor_readings 1.034052
seldom 0.852788
schedulers 0.687424
scaleup 1.120514
scale-free 1.724821
saramaki 1.846313
rsucc 2.095013
rsquared 2.116281
rqr 1.246088
rozovskaya 1.787504
ridge_regression 1.162889
responder 0.759220
requestor 0.837770
reproduced 0.703672
rent 0.903853
refreshed 0.932385
rater 0.816285
rate_region 1.046518
random_regular_graphs 1.073329
random_process 1.009927
query_intent 0.977683
qscores 1.772467
qmt 1.621493
product_reviews 1.121841
preprocessed 0.741156
predsep 2.145780
potential_functions 1.005745
postings 0.802781
population_density 0.711317
podc 0.934534
plugin 0.581812
percentiles 0.764989
pems 0.969742
pearl 1.174567
pascal_voc 1.323866
parallel_corpora 1.125960
packet_length 1.308944
overwhelmed 1.069798
overestimates 0.955667
ott 1.168594
optimal_scheduling 1.207055
olsr 0.759770
offsets 0.958091
office_of_naval_research 1.842043
numsourcesnum 2.280547
nonnative 0.882357
nigms 1.729545
network_resource 1.051393
multicamera 0.967126
multiarmed_bandit 1.117701
mswim 2.046916
mistrust 1.012732
mile 0.974171
mhsrw 2.059937
mdl_principle 1.113113
maximum_length 0.837802
market_volatility 1.239452
macrolevel 0.994463
localizing 0.628042
local_minima 1.072857
lned 1.848894
linearization 0.728349
levin 1.284431
latencies 0.619254
large_volumes 1.121590
ky 1.068528
kittur 0.779074
kitsak 1.879299
kendalltau 1.709467
kbb 1.417363
kays 1.527353
insurgents 0.998918
instructor 1.061907
information_storage_and_retrieval 1.760665
indexing_techniques 0.957083
independent_and_identically_distributed 1.395741
incompetent 1.008610
impaired 0.933743
imax 1.103399
icons 1.131173
icidsi 2.340963
ibr 0.786209
hypertext 0.869603
hurst 1.649370
homo 1.031933
hillary 1.122321
highly_dynamic 1.093409
heatmap 0.821892
harmful 0.860312
gz 0.820991
gpsnet 2.273669
gleeson 1.214671
gigaword 1.709819
gabrilovich 1.110555
framenet 0.808305
focal_points 0.953464
fmm 0.919531
fcds 1.081576
falsely 0.937055
exceptional 0.814305
eventbased 1.562378
ern 0.994357
entityrelation 1.627569
eem 0.997144
ecol 0.917697
earthquakes 0.913242
duplication 0.839376
document_keyphrases 1.046563
dmin 0.851972
divideandconquer 1.523631
directorates 0.715944
diffuses 0.675592
dierentiate 1.515612
destroyed 1.022295
derivations 0.856757
demonstrations 0.837768
delicious 0.852545
default_probability 1.186500
decomposing 0.630864
decisiontheoretic 1.515154
dbscan 0.755081
datalevel 1.928410
danrillinois 1.911772
ctm 1.140124
crosslanguage 1.790456
coverage_maximization 0.655923
correlated_data 1.315427
contagious 0.819726
connected_dominating_set 1.432215
confounding 0.845684
configagent 2.044950
confidentiality 0.789212
computational_biology 0.913360
commute 0.713836
command_center 1.137350
clusteringbased 1.345994
clustering_techniques 0.739128
cluster_sizes 1.207870
citizen 0.866592
cin 0.861691
cheung 0.977846
chebyshev_polynomials 0.573590
charged 0.910187
char 1.375105
categorical_attributes 0.843217
catching 0.873314
cancertraili 2.227308
buer 0.839980
brokers 0.894914
borrow 0.745855
bombing 0.910664
bollacker 1.532588
bisdikian 1.999222
biographical 0.793451
bernardo 1.008542
bergerwolf 1.616401
bennett 1.046314
bengtson 0.949443
benasher 1.842004
beat 0.937189
backtracking 0.783554
automatically_generated 1.030015
automat 1.234589
asymptotically_unbiased 0.782358
astronomy 1.137958
ash 1.051435
ascent 1.229753
amazons 0.957400
alphabet 0.770484
almost_surely 1.200778
alignments 0.774524
aik 1.083045
afghanistan 1.133472
acronym 0.963857
accusim 1.862197
accuracyxidealxelapsed 2.518579
abstractions 0.845514
zy 1.266224
zipf_distribution 0.956018
ymt 1.273967
wroclaw 1.168884
wormald 1.280391
wordbased 1.486102
word_segmentation 1.181738
woman 1.063341
weaknesses 0.768150
wars 1.114225
vreeken 1.202212
visual_features 1.129824
virtualized 0.661565
vincent 1.158719
vertical_line 1.266614
versatile 0.733526
verbal 0.802099
usmedicare 1.842853
unilateral 0.709293
understandable 0.828839
umax 1.084437
uctuates 1.595236
tod 1.320864
tkdd 1.577397
time_stamps 1.035394
terzi 1.143293
terrain 0.866687
terminal_node 0.932507
team_size 1.114905
tea 1.303523
sustain 0.839307
summed 1.023215
subinterval 0.599943
subgame 0.707975
structural_analysis 0.986322
struck 0.910559
strod 1.275459
straightforwardly 0.683882
stoica 1.232326
step_size 1.070377
sparsest 1.210964
socher 1.220013
siteoccupation 1.807014
sigmobile 1.225585
selling 1.025618
sectors 0.988818
search_tree 1.206393
scientific_collaboration 1.161893
scheduling_policy 1.218109
schedulable 1.237456
scaling_law 1.034858
scaling_function 1.017619
sandpile_model 1.082295
sander 1.283841
rstly 1.389662
rrm 0.726250
rows_and_columns 1.114715
rocs 1.175245
rmm 0.911230
rice 1.163325
resistor 0.776236
resampling 0.657358
referenced 1.140906
receptive 1.058508
rankclus 1.765064
ramesh 1.048285
rajagopalan 1.217849
qit 1.082687
pst 0.611295
prots 1.509260
protable 1.634214
propositional_logic 0.929960
propagation_path 0.898090
prompting 1.078097
product_rule 1.520783
prevail 1.186312
presidential_election 0.913177
preliminary_results 0.814310
predecessor 1.463977
predatorprey 1.780918
precursor 1.285095
portland 0.805419
portfolio 0.959621
pji 1.129513
phx 1.116540
perceptual 1.037765
pennsylvania 0.760982
passenger 0.816845
particle 0.778951
pantel 1.181876
outlets 0.916058
oss 0.956098
originates 1.048743
opportunistic_scheduling 1.145977
opportunistic_forwarding 1.094621
open_domain 1.214290
online_analytical_processing 1.239310
onesided 1.075470
ogier 0.973136
offtheshelf 1.573020
nugget 0.881060
nowadays 1.091855
neglecting 0.861476
mypagekeeper 1.658677
multiple_dimensions 0.730893
multi-genre 1.794679
mtml 0.963055
movielens 0.699861
mos 1.384710
moro 0.908385
mlr 1.110882
mlayer 1.868502
minimumcost 1.752163
mingming 1.054524
mines 0.812261
midnight 1.216159
metaanalysis 1.128142
ment 0.640649
mens 0.999189
mbc 0.985839
maxi 0.861083
massoulie 1.869866
logscale 1.777109
lnorm 1.704549
lmin 1.703883
learningbased 1.416072
lam 1.123835
kurant 1.131235
kossinets 1.643234
kong 0.968667
kikj 1.907175
kiesler 0.950480
kclique 1.640301
kao 0.975585
justies 1.589254
justice 0.934924
isbn 0.942236
intersects 0.754861
interlocking_networks 1.261276
intact 0.888017
incurring 0.876643
increasingly_popular 1.125412
inareaenemy 2.168899
ikl 1.262446
icnp 1.262109
ibi 1.255236
hot_spots 0.899119
hallinan 1.128992
guaranteeing 0.931112
growth_rate 0.842993
grouplevel 1.655667
greedyresync 1.771202
great_potential 1.240141
granularities 0.796880
goncalves 1.121207
gmms 1.047224
gii 1.191092
gibson 1.092541
georgiadis 1.420100
fragility 1.064098
focal_point 0.729063
fh 0.828136
faulttolerant 1.707088
extended_version 1.109972
export 1.348353
explosive_growth 1.286027
expected_cost 1.084055
exact_solution 1.121988
equivalence_class 1.030899
entity_names 1.267013
elkishky 2.038770
elite 1.070914
eigenfunctions 0.589372
economies 0.971216
econometrica 0.805128
dynalink 1.764617
doreian 1.208607
disc 0.835438
directing 1.160819
diminishes 1.031996
dictate 0.671481
dh 0.733421
denseblock 1.815668
degreedegree 1.728614
default_settings 1.299714
decision-making 1.674047
cybernetics 1.013301
cutting 0.894542
curr 1.157144
cumulative_distribution 1.106057
cucerzan 1.726612
csc 1.562988
cryptography 0.707767
corroborate 0.690776
correlation_coefficient 0.741263
cooperatively 0.697144
convex_hull 0.927958
conditional_independence 1.068590
computational_resources 0.774806
colizza 1.053248
cognitive_radio 1.240214
closeby 1.314403
clendenin 1.136894
clel 1.111111
clays 1.004919
citing 0.992965
cidis 1.397549
chunking 0.916693
chu 0.894379
charlie 1.195802
caching_scheme 1.078406
cache_size 1.128926
bonus 0.898908
beside 0.976138
beings 0.742117
balog 1.101759
autonomy 0.758876
asuncion 1.229897
armed 0.943949
arbitrarily_small 1.155084
apxhard 1.879706
approached 1.082242
append 0.798976
aol 1.036777
antidote 1.015200
announced 1.022394
algo 0.933391
alexa 0.991855
aecting 1.485901
advisoradvisee 1.910522
acccentrality 1.993039
zxyw 2.291319
xjq 1.747120
xipxi 1.896011
wsns 0.768614
workplace 0.883117
wont 0.834751
wireless_channel 1.039399
western 0.977120
welfare 0.855741
waves 0.771319
vulnerabilities 0.706547
viu 1.058484
vggrowth 1.923988
utterance 0.882484
utility_maximization 1.065201
user_studies 1.137799
ubuntu 1.108124
ubiquity 0.926929
twenty 0.924188
tsi 1.264556
traveltime 0.944000
tras 1.294808
trainers 1.150870
traced 0.848183
toyota 1.105715
timespan 0.811478
timescales 0.539645
tidaltrust 1.829248
tastes 0.907385
tactics 1.087631
tackling 0.575871
tackles 0.451713
suppl 0.729136
stochastic_optimization 0.785365
steer 1.316377
steadily 0.924649
stabilizing 0.968869
soft_clustering 0.908290
slang 1.106922
skype 0.925740
site_percolation 1.345201
significantly_outperforms 0.983752
set_cover_problem 1.485359
sentiment_polarity 0.998879
semistructured 0.817357
selection_process 0.933627
segmenting 1.212638
schweitzer 1.264977
sammons 1.425504
russian 1.074983
rts 1.091601
rnk 0.818388
rmn 0.955304
rmat 0.988068
rio 1.070864
rewarded 0.949810
residents 0.969124
religious 1.034969
related_concepts 1.070058
regulations 0.944206
reallocation 1.112590
real-life 1.621225
quantitative_analysis 0.710108
qiu 0.909417
puzzle 0.736425
purchased 0.952314
probshortest 1.763647
prior_distribution 1.345382
ppv 0.762851
ppp 1.038388
polarities 0.746235
pokec 2.040209
plm 0.833548
pioneering 1.006805
pew 0.994413
personal_information 1.179515
pathway 0.668414
path_loss 1.232541
partially_observed 1.033062
partial_observation 1.215194
parc 0.982106
parasempre 1.865492
parameter_estimates 1.007038
packet_loss_rate 1.216571
overcoming 0.903922
orthonormal 0.581968
organ 1.094814
oren 1.347729
optical 0.755543
opinion_mining 1.132241
operationalized 0.704020
oered 1.453074
odp 0.859602
obs 0.518682
np_hard 1.078019
north_america 1.096107
nonstationary 0.699427
nonlin 1.553096
noncredible 1.772914
noncooperative 0.902486
nodeweighted 2.009820
network_protocols 0.882636
nelson 1.184854
murphy 1.153797
multimedia_content 0.915986
multicopy 1.029622
modiano 1.160501
mo 1.140916
mixture_weights 1.032307
minsup 1.781609
meaning_representation 1.234070
mean_squared_error 1.120460
mean_absolute_error 1.402359
mcgrawhill 0.986510
maxcid 1.803363
markov_models 0.787509
marc 1.418768
mannila 1.160902
manag 1.022902
making_decisions 1.106688
maes 1.083590
loyalty 0.835609
logically 0.697591
likelihoods 0.600790
leinhardt 1.362852
layouts 0.957893
larger_scale 0.897434
laptops 0.767566
languageindependent 1.579528
lake 1.233960
kozlowski 0.929460
korea 0.947980
kolmogorovsmirnov 1.519008
kernel_methods 0.810393
kcenter 1.908509
kappa 0.815157
jams 0.859121
jacm 0.996357
italian 1.066708
investors 1.009151
insucient 1.431308
instability 0.758171
innitely 1.603255
initiation 0.964064
informationmaximizing 1.768615
inevitable 0.856404
inductive 0.575049
improved_performance 0.967328
iitsec 1.727025
httpsnap 1.753703
hop_distance 1.045613
honesty 0.945145
homepage 1.004625
hgmm 1.699642
guest 1.184358
grammatical 0.784126
gimv 1.130004
gil 1.080263
geotopic 1.937971
gene_regulatory_networks 1.127608
fullmatching 1.892026
fullgame 1.775962
fractal 0.834417
food_webs 1.090168
flocking 0.884812
finish 1.001061
femalefemale 1.826125
feedbacks 0.773708
feature_based 1.168717
exibly 1.631976
exhaustively 0.763122
eventual 0.823192
event_sequences 0.943083
eisenman 1.256410
ducheneaut 1.804700
dteu 2.172404
drastic 0.937016
downey 1.664436
document_analysis 1.104032
dmsn 1.794772
disruptive 0.850984
disproportionately 0.731958
difficulties 0.814553
dierential 1.435043
designate 1.043222
derenyi 2.072920
dependency_tree 1.338579
denitely 1.388682
dendrogram 0.648808
delay_bound 1.379889
decomposes 0.636929
declarative 0.585693
decision_boundary 1.237714
debug 0.722172
debt 0.885216
dct 0.626683
dated 1.008909
danafarber 2.468992
curse 1.051079
ctrwd 1.792165
ctr 0.906755
crane 1.298363
convexity 0.753229
conventions 0.770936
control_inputs 1.100668
contradictory 0.696010
constructive 0.794574
consensus_clustering 0.884080
consecutively 0.869191
conjunctive 0.684558
congress 1.046314
concretely 0.824044
composing 0.768498
comet 0.936148
colour 1.080074
colocated 0.845352
cold_start 1.168463
clock 0.928031
clare 1.386375
cip 0.980363
cidtr 1.817305
chromatic 1.108233
chervany 1.581234
change_detection 0.948993
ccd 0.859306
burgess 1.306224
buffering 0.641617
boils 1.010661
blending 1.023233
bishop 0.697943
biologists 0.762611
billing 1.123135
bhuiyan 1.241696
ber 0.694211
bascompte 1.963272
backpressure_routing 1.068798
backbone_network 1.156564
averageranked 2.037250
avatars 0.951174
attainment 0.933476
atp 0.605395
assistant_professor 1.261399
arrangement 0.959902
application_layer 0.976326
anomalousness 1.610195
altruistic 0.818078
alike 0.789724
ajt 1.343375
adjusts 0.880628
6 1.159326
zubiaga 1.115802
yp 0.937456
xdx 1.845710
wuchty 1.767429
worthwhile 0.764635
wh 0.904906
web_science 1.100208
web_document 1.104809
wcc 1.092608
warping 0.929113
wainwright 1.219077
verlag 0.944723
userlevel 1.748135
user_input 0.808927
user_attributes 1.449940
unveil 0.952138
unlinkable 1.161778
unfamiliar 0.959444
undermine 0.808464
undercut 1.073109
uncontrollable 0.747258
typepath 1.899534
twins 1.114535
troi 1.171368
transportation_network 1.308569
tile 0.823186
thumbnails 0.985259
thereof 0.777339
tessellation 0.553398
terminating 1.055621
teaching 1.158310
targeted_attacks 1.119811
